Provinsi,NamaKab/Kota,KodeKab/Kota,Jenis kelamin,Jumlah IndividuUsia di bawah 6 tahun,Jumlah IndividuUsia 6 - 14 tahun,Jumlah IndividuUsia 15 - 44 tahun,Jumlah IndividuUsia 45 - 59 tahun,Jumlah IndividuUsia 60 tahun ke atas
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,P,"18,030","38,131","62,548","23,067","13,589"
NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,5304,L,"19,371","40,346","57,160","23,359","15,026"
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,P,"6,974","15,643","24,602","10,281","6,602"
NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,5305,L,"7,640","16,479","23,054","9,871","7,190"
NUSA TENGGARA TIMUR,BELU,5306,P,"5,259","11,679","19,255","6,143","3,514"
NUSA TENGGARA TIMUR,BELU,5306,L,"5,418","12,444","17,767","6,099","3,988"
NUSA TENGGARA TIMUR,ALOR,5307,P,"8,025","13,781","24,554","8,493","5,375"
NUSA TENGGARA TIMUR,ALOR,5307,L,"8,750","15,008","24,163","8,101","4,791"
NUSA TENGGARA TIMUR,LEMBATA,5308,P,"3,487","7,318","12,144","6,461","6,075"
NUSA TENGGARA TIMUR,LEMBATA,5308,L,"3,724","8,047","10,862","4,314","4,064"
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,P,"5,752","12,431","19,667","8,037","7,220"
NUSA TENGGARA TIMUR,FLORES TIMUR,5309,L,"6,356","13,430","19,353","6,382","5,275"
NUSA TENGGARA TIMUR,SIKKA,5310,P,"8,262","16,954","30,901","13,814","10,208"
NUSA TENGGARA TIMUR,SIKKA,5310,L,"8,761","18,519","30,087","10,391","8,130"
NUSA TENGGARA TIMUR,ENDE,5311,P,"6,578","13,719","24,464","11,088","7,132"
NUSA TENGGARA TIMUR,ENDE,5311,L,"7,281","15,086","23,682","8,531","6,276"
NUSA TENGGARA TIMUR,NGADA,5312,P,"2,651","6,850","11,588","4,372","2,950"
NUSA TENGGARA TIMUR,NGADA,5312,L,"2,968","7,423","11,226","3,977","2,596"
NUSA TENGGARA TIMUR,MANGGARAI,5313,P,"10,775","23,970","37,036","11,903","5,943"
NUSA TENGGARA TIMUR,MANGGARAI,5313,L,"11,341","25,085","35,176","12,147","6,214"
NUSA TENGGARA TIMUR,ROTE NDAO,5314,P,"5,506","9,610","15,561","4,571","3,957"
NUSA TENGGARA TIMUR,ROTE NDAO,5314,L,"5,815","10,025","15,701","4,987","4,166"
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,P,"8,808","20,870","32,502","9,734","4,722"
NUSA TENGGARA TIMUR,MANGGARAI BARAT,5315,L,"9,155","22,210","31,869","10,098","4,925"
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,P,"2,940","6,225","9,288","2,776","1,706"
NUSA TENGGARA TIMUR,SUMBA TENGAH,5316,L,"3,212","6,990","10,245","3,179","1,858"
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,P,"15,265","34,519","52,224","13,180","6,608"
NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5317,L,"16,866","37,586","56,889","14,049","6,952"
NUSA TENGGARA TIMUR,NAGEKEO,5318,P,"3,291","6,855","10,956","4,657","3,053"
NUSA TENGGARA TIMUR,NAGEKEO,5318,L,"3,501","7,468","10,950","4,148","3,053"
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,P,"9,956","22,997","41,278","13,023","5,763"
NUSA TENGGARA TIMUR,MANGGARAI TIMUR,5319,L,"10,918","24,616","39,755","13,847","6,581"
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,P,"4,467","7,580","12,378","3,489","3,142"
NUSA TENGGARA TIMUR,SABU RAIJUA,5320,L,"4,659","8,012","13,368","3,920","3,112"
NUSA TENGGARA TIMUR,MALAKA,5321,P,"5,538","13,101","21,766","7,015","3,837"
NUSA TENGGARA TIMUR,MALAKA,5321,L,"5,982","14,114","20,475","6,885","4,607"
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,P,"5,366","10,765","21,278","4,472","2,475"
NUSA TENGGARA TIMUR,KOTA KUPANG,5371,L,"5,539","11,579","20,719","5,421","1,993"
KALIMANTAN BARAT,SAMBAS,6101,P,"7,345","15,270","32,263","12,814","10,683"
KALIMANTAN BARAT,SAMBAS,6101,L,"7,740","16,147","37,362","11,536","7,768"
KALIMANTAN BARAT,BENGKAYANG,6102,P,"4,002","9,362","17,709","4,859","2,386"
KALIMANTAN BARAT,BENGKAYANG,6102,L,"4,396","9,739","20,573","5,281","2,590"
KALIMANTAN BARAT,LANDAK,6103,P,"8,669","19,630","46,196","13,285","6,552"
KALIMANTAN BARAT,LANDAK,6103,L,"9,371","21,394","55,309","14,520","7,283"
KALIMANTAN BARAT,MEMPAWAH,6104,P,"4,875","10,567","24,084","8,520","5,039"
KALIMANTAN BARAT,MEMPAWAH,6104,L,"5,242","11,205","27,849","8,498","4,796"
KALIMANTAN BARAT,SANGGAU,6105,P,"4,031","10,376","26,021","9,764","5,409"
KALIMANTAN BARAT,SANGGAU,6105,L,"4,441","11,487","31,436","10,090","4,899"
KALIMANTAN BARAT,KETAPANG,6106,P,"5,372","12,136","31,523","11,837","6,487"
KALIMANTAN BARAT,KETAPANG,6106,L,"5,706","13,397","35,831","11,912","6,360"
KALIMANTAN BARAT,SINTANG,6107,P,"7,263","15,116","36,538","11,255","6,250"
KALIMANTAN BARAT,SINTANG,6107,L,"7,502","16,680","41,270","11,318","6,542"
KALIMANTAN BARAT,KAPUAS HULU,6108,P,"4,268","9,741","23,306","8,484","4,598"
KALIMANTAN BARAT,KAPUAS HULU,6108,L,"4,398","10,536","27,394","8,235","4,298"
KALIMANTAN BARAT,SEKADAU,6109,P,"1,617","5,004","10,084","2,723","1,127"
KALIMANTAN BARAT,SEKADAU,6109,L,"1,742","5,401","11,516","3,067","1,151"
KALIMANTAN BARAT,MELAWI,6110,P,"2,335","5,861","14,288","5,328","2,431"
KALIMANTAN BARAT,MELAWI,6110,L,"2,493","6,263","15,903","5,137","2,848"
KALIMANTAN BARAT,KAYONG UTARA,6111,P,"1,762","4,610","8,930","2,619","1,545"
KALIMANTAN BARAT,KAYONG UTARA,6111,L,"1,813","4,525","9,873","2,877","1,514"
KALIMANTAN BARAT,KUBU RAYA,6112,P,"7,980","20,323","50,031","15,021","8,159"
KALIMANTAN BARAT,KUBU RAYA,6112,L,"8,390","21,606","52,899","15,434","8,481"
KALIMANTAN BARAT,KOTA PONTIANAK,6171,P,"3,960","8,697","21,553","8,146","4,729"
KALIMANTAN BARAT,KOTA PONTIANAK,6171,L,"4,348","9,213","24,378","7,516","3,919"
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,P,"3,246","6,075","12,718","3,896","2,587"
KALIMANTAN BARAT,KOTA SINGKAWANG,6172,L,"3,530","6,569","14,783","4,267","2,219"
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,P,"1,163","2,648","6,362","3,439","2,638"
KALIMANTAN TENGAH,KOTAWARINGIN BARAT,6201,L,"1,268","2,891","7,784","2,704","2,433"
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,P,"4,084","9,752","22,687","7,990","4,737"
KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,6202,L,"4,373","10,343","26,166","8,046","4,327"
KALIMANTAN TENGAH,KAPUAS,6203,P,"4,598","11,269","26,094","8,666","4,109"
KALIMANTAN TENGAH,KAPUAS,6203,L,"5,155","12,313","29,339","9,040","3,938"
KALIMANTAN TENGAH,BARITO SELATAN,6204,P,940,"2,319","4,940","2,327","1,575"
KALIMANTAN TENGAH,BARITO SELATAN,6204,L,966,"2,605","5,882","2,041","1,204"
KALIMANTAN TENGAH,BARITO UTARA,6205,P,764,"2,017","4,580","2,283","1,574"
KALIMANTAN TENGAH,BARITO UTARA,6205,L,820,"2,224","5,538","2,111","1,408"
KALIMANTAN TENGAH,SUKAMARA,6206,P,353,791,"1,841",847,635
KALIMANTAN TENGAH,SUKAMARA,6206,L,348,844,"2,047",688,568
KALIMANTAN TENGAH,LAMANDAU,6207,P,270,902,"1,877","1,067",923
KALIMANTAN TENGAH,LAMANDAU,6207,L,339,948,"2,438",916,977
KALIMANTAN TENGAH,SERUYAN,6208,P,677,"1,879","4,415","2,460","1,497"
KALIMANTAN TENGAH,SERUYAN,6208,L,763,"1,989","5,266","1,822","1,349"
KALIMANTAN TENGAH,KATINGAN,6209,P,914,"2,816","6,272","2,868","2,233"
KALIMANTAN TENGAH,KATINGAN,6209,L,"1,046","3,112","7,834","2,709","1,991"
KALIMANTAN TENGAH,PULANG PISAU,6210,P,"1,519","3,809","8,297","3,282","2,608"
KALIMANTAN TENGAH,PULANG PISAU,6210,L,"1,650","4,063","9,827","3,214","2,526"
KALIMANTAN TENGAH,GUNUNG MAS,6211,P,395,978,"1,376",432,159
KALIMANTAN TENGAH,GUNUNG MAS,6211,L,437,"1,118","1,869",456,206
KALIMANTAN TENGAH,BARITO TIMUR,6212,P,696,"1,562","3,320","1,520","1,364"
KALIMANTAN TENGAH,BARITO TIMUR,6212,L,697,"1,615","4,024","1,252",892
KALIMANTAN TENGAH,MURUNG RAYA,6213,P,"1,321","3,334","5,598","1,588",576
KALIMANTAN TENGAH,MURUNG RAYA,6213,L,"1,401","3,577","6,280","1,774",721
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,P,"1,603","3,556","8,125","2,431","1,267"
KALIMANTAN TENGAH,KOTA PALANGKA RAYA,6271,L,"1,818","3,977","8,596","2,679","1,215"
KALIMANTAN SELATAN,TANAH LAUT,6301,P,"3,030","5,568","12,833","4,966","3,266"
KALIMANTAN SELATAN,TANAH LAUT,6301,L,"3,150","6,060","13,808","4,291","2,732"
KALIMANTAN SELATAN,KOTA BARU,6302,P,"2,686","6,142","12,378","4,748","1,941"
KALIMANTAN SELATAN,KOTA BARU,6302,L,"2,840","6,678","13,599","4,449","2,210"
KALIMANTAN SELATAN,BANJAR,6303,P,"3,965","8,531","19,891","7,632","4,055"
KALIMANTAN SELATAN,BANJAR,6303,L,"4,288","9,171","22,839","7,084","3,331"
KALIMANTAN SELATAN,BARITO KUALA,6304,P,"3,266","6,997","16,357","4,788","2,352"
KALIMANTAN SELATAN,BARITO KUALA,6304,L,"3,618","7,743","18,167","5,290","2,121"
KALIMANTAN SELATAN,TAPIN,6305,P,988,"2,210","5,090","1,987","1,108"
KALIMANTAN SELATAN,TAPIN,6305,L,"1,083","2,440","5,914","1,865",852
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,P,"2,223","5,710","13,084","6,806","5,063"
KALIMANTAN SELATAN,HULU SUNGAI SELATAN,6306,L,"2,392","6,075","15,678","5,817","2,906"
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,P,"2,779","6,575","16,024","8,194","5,958"
KALIMANTAN SELATAN,HULU SUNGAI TENGAH,6307,L,"3,013","7,061","18,623","7,009","3,599"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,P,"3,361","7,222","19,003","8,637","5,739"
KALIMANTAN SELATAN,HULU SUNGAI UTARA,6308,L,"3,591","7,851","20,509","6,733","3,198"
KALIMANTAN SELATAN,TABALONG,6309,P,"2,363","4,704","13,485","6,063","4,444"
KALIMANTAN SELATAN,TABALONG,6309,L,"2,564","5,192","14,758","4,628","2,548"
KALIMANTAN SELATAN,TANAH BUMBU,6310,P,"2,559","5,337","12,137","4,988","4,043"
KALIMANTAN SELATAN,TANAH BUMBU,6310,L,"2,665","5,461","13,422","4,203","3,238"
KALIMANTAN SELATAN,BALANGAN,6311,P,"1,372","2,760","5,828","2,167","1,048"
KALIMANTAN SELATAN,BALANGAN,6311,L,"1,471","2,922","6,451","2,006",763
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,P,"4,830","11,289","28,933","12,828","6,938"
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,L,"5,400","12,433","33,041","11,694","5,212"
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,P,"1,582","3,380","8,885","3,120","1,880"
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,L,"1,764","3,576","9,289","2,973","1,408"
KALIMANTAN TIMUR,PASER,6401,P,"3,240","6,938","17,264","6,109","2,998"
KALIMANTAN TIMUR,PASER,6401,L,"3,543","7,548","19,152","6,215","3,276"
KALIMANTAN TIMUR,KUTAI BARAT,6402,P,"1,451","3,608","8,139","3,000","1,714"
KALIMANTAN TIMUR,KUTAI BARAT,6402,L,"1,520","4,072","9,640","3,354","2,176"
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,P,"4,298","10,969","25,689","11,922","7,934"
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,L,"4,531","11,872","31,202","10,775","7,788"
KALIMANTAN TIMUR,KUTAI TIMUR,6404,P,"3,622","7,802","18,364","6,443","2,721"
KALIMANTAN TIMUR,KUTAI TIMUR,6404,L,"4,186","8,282","20,908","6,949","3,483"
KALIMANTAN TIMUR,BERAU,6405,P,"1,182","2,884","5,764","2,552","1,556"
KALIMANTAN TIMUR,BERAU,6405,L,"1,406","3,158","6,938","2,531","1,703"
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,P,"1,742","4,408","9,498","3,352","1,732"
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,L,"1,902","4,712","10,717","3,614","2,026"
KALIMANTAN TIMUR,MAHAKAM HULU,6411,P,326,799,"1,819",726,515
KALIMANTAN TIMUR,MAHAKAM HULU,6411,L,336,891,"2,422",800,548
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,P,"3,362","8,934","20,964","9,374","4,347"
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,L,"3,550","9,740","23,338","8,689","3,993"
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,P,"4,367","9,603","22,838","9,889","4,958"
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,L,"4,703","10,402","25,974","9,036","4,186"
KALIMANTAN TIMUR,KOTA BONTANG,6474,P,"1,664","3,461","7,855","2,547",569
KALIMANTAN TIMUR,KOTA BONTANG,6474,L,"1,790","3,864","8,680","2,898",875
KALIMANTAN UTARA,MALINAU,6501,P,916,"2,126","4,203","1,416",868
KALIMANTAN UTARA,MALINAU,6501,L,966,"2,192","5,061","1,447",953
KALIMANTAN UTARA,BULUNGAN,6502,P,810,"2,067","3,967","1,807","1,190"
KALIMANTAN UTARA,BULUNGAN,6502,L,868,"2,427","5,019","1,790","1,319"
KALIMANTAN UTARA,TANA TIDUNG,6503,P,155,346,638,223,121
KALIMANTAN UTARA,TANA TIDUNG,6503,L,178,357,718,253,139
KALIMANTAN UTARA,NUNUKAN,6504,P,"3,018","6,692","13,597","3,445","1,291"
KALIMANTAN UTARA,NUNUKAN,6504,L,"3,153","7,044","15,043","4,375","1,617"
KALIMANTAN UTARA,KOTA TARAKAN,6571,P,"2,254","4,828","10,435","3,300","1,582"
KALIMANTAN UTARA,KOTA TARAKAN,6571,L,"2,416","5,386","12,091","3,508","1,661"
SULAWESI UTARA,BOLAANG MONGONDOW,7101,P,"4,181","10,072","22,422","7,315","4,288"
SULAWESI UTARA,BOLAANG MONGONDOW,7101,L,"4,485","11,400","25,749","8,563","4,207"
SULAWESI UTARA,MINAHASA,7102,P,"4,130","8,294","18,328","6,550","3,507"
SULAWESI UTARA,MINAHASA,7102,L,"4,559","9,572","21,715","8,148","3,600"
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,P,"1,887","3,521","8,823","3,339","2,042"
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,L,"2,034","4,001","10,476","3,768","1,806"
SULAWESI UTARA,KEPULAUAN TALAUD,7104,P,"1,566","3,303","7,021","2,421","1,489"
SULAWESI UTARA,KEPULAUAN TALAUD,7104,L,"1,692","3,835","8,089","2,792","1,378"
SULAWESI UTARA,MINAHASA SELATAN,7105,P,"4,141","9,296","20,452","7,581","4,396"
SULAWESI UTARA,MINAHASA SELATAN,7105,L,"4,686","10,180","23,738","9,136","4,362"
SULAWESI UTARA,MINAHASA UTARA,7106,P,"3,206","6,674","15,140","5,311","2,450"
SULAWESI UTARA,MINAHASA UTARA,7106,L,"3,410","7,057","16,918","5,956","2,508"
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,P,"1,268","3,080","6,138","1,904","1,119"
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,L,"1,339","3,404","6,693","2,131","1,068"
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,P,463,986,"2,159",948,707
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,L,490,"1,114","2,427",974,447
SULAWESI UTARA,MINAHASA TENGGARA,7109,P,"1,697","3,768","7,094","2,507","2,129"
SULAWESI UTARA,MINAHASA TENGGARA,7109,L,"1,873","4,136","8,433","3,057","1,855"
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,P,"1,174","2,967","4,940","1,278",529
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,L,"1,283","3,129","5,683","1,594",607
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,P,"1,036","2,035","4,232","1,438",891
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,L,997,"2,218","5,195","1,676",900
SULAWESI UTARA,KOTA MANADO,7171,P,"2,601","7,579","16,060","6,611","3,463"
SULAWESI UTARA,KOTA MANADO,7171,L,"2,802","8,009","18,117","6,814","2,890"
SULAWESI UTARA,KOTA BITUNG,7172,P,"2,212","5,194","11,027","4,291","2,473"
SULAWESI UTARA,KOTA BITUNG,7172,L,"2,360","5,560","12,513","4,444","2,041"
SULAWESI UTARA,KOTA TOMOHON,7173,P,"1,098","2,486","5,825","2,472","2,038"
SULAWESI UTARA,KOTA TOMOHON,7173,L,"1,141","2,815","6,727","2,943","1,865"
SULAWESI UTARA,KOTAMOBAGU,7174,P,"1,139","3,105","6,991","2,703","1,366"
SULAWESI UTARA,KOTAMOBAGU,7174,L,"1,249","3,421","8,331","3,079","1,264"
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,P,"2,473","5,289","9,719","3,356","2,166"
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,L,"2,658","5,367","10,789","3,326","2,032"
SULAWESI TENGAH,BANGGAI,7202,P,"6,264","12,765","27,878","9,192","6,616"
SULAWESI TENGAH,BANGGAI,7202,L,"6,671","14,005","30,930","9,192","5,955"
SULAWESI TENGAH,MOROWALI,7203,P,"1,901","3,850","8,332","3,019","1,928"
SULAWESI TENGAH,MOROWALI,7203,L,"1,969","4,184","9,095","2,693","1,643"
SULAWESI TENGAH,POSO,7204,P,"4,668","9,525","20,774","6,879","4,678"
SULAWESI TENGAH,POSO,7204,L,"5,021","10,330","23,281","7,722","4,473"
SULAWESI TENGAH,DONGGALA,7205,P,"7,938","16,547","30,508","8,223","4,166"
SULAWESI TENGAH,DONGGALA,7205,L,"8,488","17,820","33,460","9,269","4,506"
SULAWESI TENGAH,TOLI-TOLI,7206,P,"5,137","9,885","17,489","4,439","2,680"
SULAWESI TENGAH,TOLI-TOLI,7206,L,"5,342","10,405","19,194","5,161","2,734"
SULAWESI TENGAH,BUOL,7207,P,"3,183","7,749","13,005","3,101","1,724"
SULAWESI TENGAH,BUOL,7207,L,"3,603","8,281","14,687","3,672","1,879"
SULAWESI TENGAH,PARIGI MOUTONG,7208,P,"10,742","21,173","41,854","11,353","5,248"
SULAWESI TENGAH,PARIGI MOUTONG,7208,L,"11,396","22,895","45,842","12,852","5,829"
SULAWESI TENGAH,TOJO UNA-UNA,7209,P,"3,502","7,639","13,511","3,648","1,829"
SULAWESI TENGAH,TOJO UNA-UNA,7209,L,"3,712","8,189","15,586","4,318","2,026"
SULAWESI TENGAH,SIGI,7210,P,"4,466","9,832","20,959","5,566","2,684"
SULAWESI TENGAH,SIGI,7210,L,"5,006","10,757","23,377","6,117","2,732"
SULAWESI TENGAH,BANGGAI LAUT,7211,P,"1,098","1,917","3,635","1,078",656
SULAWESI TENGAH,BANGGAI LAUT,7211,L,"1,166","1,981","3,947",969,600
SULAWESI TENGAH,MOROWALI UTARA,7212,P,"1,939","4,108","7,854","2,821","1,934"
SULAWESI TENGAH,MOROWALI UTARA,7212,L,"1,994","4,575","9,006","2,853","1,853"
SULAWESI TENGAH,KOTA PALU,7271,P,"3,141","6,405","12,640","3,603","2,006"
SULAWESI TENGAH,KOTA PALU,7271,L,"3,527","6,774","14,064","3,668","1,711"
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,P,"1,906","5,148","9,942","4,497","3,660"
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,L,"2,104","5,364","9,736","3,564","2,570"
SULAWESI SELATAN,BULUKUMBA,7302,P,"4,815","12,137","26,894","12,564","10,292"
SULAWESI SELATAN,BULUKUMBA,7302,L,"5,200","12,574","27,219","9,197","6,556"
SULAWESI SELATAN,BANTAENG,7303,P,"2,906","6,271","14,737","5,011","3,307"
SULAWESI SELATAN,BANTAENG,7303,L,"3,021","6,339","15,126","4,554","2,628"
SULAWESI SELATAN,JENEPONTO,7304,P,"8,598","18,904","47,662","16,043","10,013"
SULAWESI SELATAN,JENEPONTO,7304,L,"8,855","19,950","48,848","14,704","8,188"
SULAWESI SELATAN,TAKALAR,7305,P,"7,400","13,379","32,822","10,670","7,366"
SULAWESI SELATAN,TAKALAR,7305,L,"7,929","14,095","33,634","10,045","5,078"
SULAWESI SELATAN,GOWA,7306,P,"12,215","26,363","61,514","21,828","15,718"
SULAWESI SELATAN,GOWA,7306,L,"13,132","28,003","63,303","20,001","12,320"
SULAWESI SELATAN,SINJAI,7307,P,"3,344","8,444","17,199","6,648","5,783"
SULAWESI SELATAN,SINJAI,7307,L,"3,565","9,250","18,433","5,870","3,935"
SULAWESI SELATAN,MAROS,7308,P,"5,936","12,880","28,063","10,437","7,071"
SULAWESI SELATAN,MAROS,7308,L,"6,485","13,673","28,990","9,293","5,200"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,P,"6,439","14,055","30,168","10,954","6,882"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,L,"6,941","14,522","31,348","9,462","4,870"
SULAWESI SELATAN,BARRU,7310,P,"2,469","5,792","12,241","5,577","4,897"
SULAWESI SELATAN,BARRU,7310,L,"2,674","6,304","12,736","4,701","3,515"
SULAWESI SELATAN,BONE,7311,P,"13,442","29,002","66,118","27,838","25,234"
SULAWESI SELATAN,BONE,7311,L,"14,323","31,045","68,777","22,007","16,751"
SULAWESI SELATAN,SOPPENG,7312,P,"2,879","6,376","15,324","7,792","7,744"
SULAWESI SELATAN,SOPPENG,7312,L,"3,111","6,814","15,807","6,056","4,858"
SULAWESI SELATAN,WAJO,7313,P,"4,987","9,822","24,303","11,411","7,045"
SULAWESI SELATAN,WAJO,7313,L,"5,312","11,030","25,109","8,806","5,331"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,P,"3,780","7,786","17,358","6,985","6,110"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,L,"4,120","8,403","19,126","5,716","3,937"
SULAWESI SELATAN,PINRANG,7315,P,"4,607","9,609","18,247","7,280","6,383"
SULAWESI SELATAN,PINRANG,7315,L,"4,894","10,272","19,362","6,000","4,086"
SULAWESI SELATAN,ENREKANG,7316,P,"4,439","9,806","16,592","5,424","5,134"
SULAWESI SELATAN,ENREKANG,7316,L,"4,728","10,454","18,553","5,535","4,155"
SULAWESI SELATAN,LUWU,7317,P,"7,977","17,214","32,351","7,962","6,258"
SULAWESI SELATAN,LUWU,7317,L,"8,636","19,000","35,132","8,010","5,307"
SULAWESI SELATAN,TANA TORAJA,7318,P,"5,351","12,968","21,180","6,840","5,758"
SULAWESI SELATAN,TANA TORAJA,7318,L,"6,024","14,507","24,520","7,060","4,652"
SULAWESI SELATAN,LUWU UTARA,7322,P,"6,485","14,247","29,245","7,829","5,979"
SULAWESI SELATAN,LUWU UTARA,7322,L,"6,962","15,479","31,856","8,218","5,430"
SULAWESI SELATAN,LUWU TIMUR,7325,P,"3,756","8,358","16,665","4,665","3,402"
SULAWESI SELATAN,LUWU TIMUR,7325,L,"4,177","8,990","17,816","4,834","3,256"
SULAWESI SELATAN,TORAJA UTARA,7326,P,"5,965","13,658","21,218","6,333","6,214"
SULAWESI SELATAN,TORAJA UTARA,7326,L,"6,348","14,881","24,638","6,473","5,569"
SULAWESI SELATAN,KOTA MAKASSAR,7371,P,"11,665","26,202","49,861","14,964","8,556"
SULAWESI SELATAN,KOTA MAKASSAR,7371,L,"12,660","28,288","54,905","14,270","6,714"
SULAWESI SELATAN,KOTA PAREPARE,7372,P,"1,592","3,353","6,411","2,160","1,530"
SULAWESI SELATAN,KOTA PAREPARE,7372,L,"1,769","3,736","7,340","2,045","1,021"
SULAWESI SELATAN,KOTA PALOPO,7373,P,"2,021","4,421","8,306","1,687",907
SULAWESI SELATAN,KOTA PALOPO,7373,L,"2,189","4,578","9,295","2,011",772
SULAWESI TENGGARA,BUTON,7401,P,"3,278","6,151","9,939","2,810","2,172"
SULAWESI TENGGARA,BUTON,7401,L,"3,457","6,509","10,604","2,612","1,861"
SULAWESI TENGGARA,MUNA,7402,P,"6,643","12,709","22,088","7,113","5,842"
SULAWESI TENGGARA,MUNA,7402,L,"7,076","13,649","21,977","5,930","3,643"
SULAWESI TENGGARA,KONAWE,7403,P,"5,775","10,436","19,689","4,732","3,098"
SULAWESI TENGGARA,KONAWE,7403,L,"6,259","11,207","22,186","5,199","3,158"
SULAWESI TENGGARA,KOLAKA,7404,P,"3,565","7,067","12,174","3,069","1,974"
SULAWESI TENGGARA,KOLAKA,7404,L,"3,997","7,539","13,260","3,336","2,120"
SULAWESI TENGGARA,KONAWE SELATAN,7405,P,"6,166","12,174","21,085","5,536","3,264"
SULAWESI TENGGARA,KONAWE SELATAN,7405,L,"6,356","12,551","22,419","5,769","3,590"
SULAWESI TENGGARA,BOMBANA,7406,P,"4,080","7,720","15,014","4,278","2,745"
SULAWESI TENGGARA,BOMBANA,7406,L,"4,197","7,869","15,655","4,014","2,256"
SULAWESI TENGGARA,WAKATOBI,7407,P,"1,994","4,140","7,698","1,907","1,263"
SULAWESI TENGGARA,WAKATOBI,7407,L,"2,142","4,261","7,606","2,064","1,279"
SULAWESI TENGGARA,KOLAKA UTARA,7408,P,"3,607","7,269","17,041","4,056","1,780"
SULAWESI TENGGARA,KOLAKA UTARA,7408,L,"3,815","7,822","18,108","4,654","1,815"
SULAWESI TENGGARA,BUTON UTARA,7409,P,"1,831","3,508","6,061","1,611","1,231"
SULAWESI TENGGARA,BUTON UTARA,7409,L,"1,946","3,861","6,347","1,638","1,016"
SULAWESI TENGGARA,KONAWE UTARA,7410,P,"1,713","3,176","5,888","1,246",410
SULAWESI TENGGARA,KONAWE UTARA,7410,L,"1,822","3,477","6,785","1,468",492
SULAWESI TENGGARA,KOLAKA TIMUR,7411,P,"2,298","4,357","8,734","2,170","1,404"
SULAWESI TENGGARA,KOLAKA TIMUR,7411,L,"2,596","4,545","9,519","2,474","1,573"
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,P,"1,349","2,593","5,068","1,372",694
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,L,"1,469","2,823","5,547","1,373",701
SULAWESI TENGGARA,MUNA BARAT,7413,P,"2,714","5,376","10,373","3,276","2,359"
SULAWESI TENGGARA,MUNA BARAT,7413,L,"2,992","5,646","10,621","2,793","1,699"
SULAWESI TENGGARA,BUTON TENGAH,7414,P,"3,519","6,646","10,650","3,339","3,486"
SULAWESI TENGGARA,BUTON TENGAH,7414,L,"3,672","7,033","11,115","2,766","2,221"
