Provinsi,NamaKab/Kota,KodeKab/Kota,Bahan bakar memasak,Jumlah rumah tangga
JAWA BARAT,BANDUNG BARAT,3217,Briket/Arang/Kayu,"68,928"
JAWA BARAT,BANDUNG BARAT,3217,Tidak memasak di rumah,"1,350"
JAWA BARAT,PANGANDARAN,3218,Listrik/Gas,"12,190"
JAWA BARAT,PANGANDARAN,3218,Minyak tanah,26
JAWA BARAT,PANGANDARAN,3218,Briket/Arang/Kayu,"30,617"
JAWA BARAT,PANGANDARAN,3218,Tidak memasak di rumah,594
JAWA BARAT,KOTA BOGOR,3271,Listrik/Gas,"68,789"
JAWA BARAT,KOTA BOGOR,3271,Minyak tanah,393
JAWA BARAT,KOTA BOGOR,3271,Briket/Arang/Kayu,"1,459"
JAWA BARAT,KOTA BOGOR,3271,Tidak memasak di rumah,665
JAWA BARAT,KOTA SUKABUMI,3272,Listrik/Gas,"19,472"
JAWA BARAT,KOTA SUKABUMI,3272,Minyak tanah,212
JAWA BARAT,KOTA SUKABUMI,3272,Briket/Arang/Kayu,"2,579"
JAWA BARAT,KOTA SUKABUMI,3272,Tidak memasak di rumah,325
JAWA BARAT,KOTA BANDUNG,3273,Listrik/Gas,"110,203"
JAWA BARAT,KOTA BANDUNG,3273,Minyak tanah,"1,588"
JAWA BARAT,KOTA BANDUNG,3273,Briket/Arang/Kayu,"1,945"
JAWA BARAT,KOTA BANDUNG,3273,Tidak memasak di rumah,"3,472"
JAWA BARAT,KOTA CIREBON,3274,Listrik/Gas,"22,442"
JAWA BARAT,KOTA CIREBON,3274,Minyak tanah,426
JAWA BARAT,KOTA CIREBON,3274,Briket/Arang/Kayu,"2,155"
JAWA BARAT,KOTA CIREBON,3274,Tidak memasak di rumah,"1,147"
JAWA BARAT,KOTA BEKASI,3275,Listrik/Gas,"92,391"
JAWA BARAT,KOTA BEKASI,3275,Minyak tanah,525
JAWA BARAT,KOTA BEKASI,3275,Briket/Arang/Kayu,"1,498"
JAWA BARAT,KOTA BEKASI,3275,Tidak memasak di rumah,"1,100"
JAWA BARAT,KOTA DEPOK,3276,Listrik/Gas,"72,277"
JAWA BARAT,KOTA DEPOK,3276,Minyak tanah,321
JAWA BARAT,KOTA DEPOK,3276,Briket/Arang/Kayu,970
JAWA BARAT,KOTA DEPOK,3276,Tidak memasak di rumah,709
JAWA BARAT,KOTA CIMAHI,3277,Listrik/Gas,"23,376"
JAWA BARAT,KOTA CIMAHI,3277,Minyak tanah,283
JAWA BARAT,KOTA CIMAHI,3277,Briket/Arang/Kayu,"1,189"
JAWA BARAT,KOTA CIMAHI,3277,Tidak memasak di rumah,718
JAWA BARAT,KOTA TASIKMALAYA,3278,Listrik/Gas,"45,341"
JAWA BARAT,KOTA TASIKMALAYA,3278,Minyak tanah,622
JAWA BARAT,KOTA TASIKMALAYA,3278,Briket/Arang/Kayu,"19,325"
JAWA BARAT,KOTA TASIKMALAYA,3278,Tidak memasak di rumah,"1,447"
JAWA BARAT,KOTA BANJAR,3279,Listrik/Gas,"5,015"
JAWA BARAT,KOTA BANJAR,3279,Minyak tanah,24
JAWA BARAT,KOTA BANJAR,3279,Briket/Arang/Kayu,"6,567"
JAWA BARAT,KOTA BANJAR,3279,Tidak memasak di rumah,228
JAWA BARAT,TOTAL,"2,442,538",Listrik/Gas,"9,437"
JAWA BARAT,TOTAL,"2,442,538",Minyak tanah,"1,459,533"
JAWA BARAT,TOTAL,"2,442,538",Briket/Arang/Kayu,"49,376"
JAWA TENGAH,CILACAP,3301,Listrik/Gas,"98,834"
JAWA TENGAH,CILACAP,3301,Minyak tanah,174
JAWA TENGAH,CILACAP,3301,Briket/Arang/Kayu,"107,460"
JAWA TENGAH,CILACAP,3301,Tidak memasak di rumah,"2,869"
JAWA TENGAH,BANYUMAS,3302,Listrik/Gas,"98,901"
JAWA TENGAH,BANYUMAS,3302,Minyak tanah,168
JAWA TENGAH,BANYUMAS,3302,Briket/Arang/Kayu,"118,449"
JAWA TENGAH,BANYUMAS,3302,Tidak memasak di rumah,"3,933"
JAWA TENGAH,PURBALINGGA,3303,Listrik/Gas,"49,689"
JAWA TENGAH,PURBALINGGA,3303,Minyak tanah,72
JAWA TENGAH,PURBALINGGA,3303,Briket/Arang/Kayu,"65,886"
JAWA TENGAH,PURBALINGGA,3303,Tidak memasak di rumah,"2,003"
JAWA TENGAH,BANJARNEGARA,3304,Listrik/Gas,"22,386"
JAWA TENGAH,BANJARNEGARA,3304,Minyak tanah,48
JAWA TENGAH,BANJARNEGARA,3304,Briket/Arang/Kayu,"82,714"
JAWA TENGAH,BANJARNEGARA,3304,Tidak memasak di rumah,"1,034"
JAWA TENGAH,KEBUMEN,3305,Listrik/Gas,"54,555"
JAWA TENGAH,KEBUMEN,3305,Minyak tanah,0
JAWA TENGAH,KEBUMEN,3305,Briket/Arang/Kayu,"100,271"
JAWA TENGAH,KEBUMEN,3305,Tidak memasak di rumah,"1,824"
JAWA TENGAH,PURWOREJO,3306,Listrik/Gas,"15,047"
JAWA TENGAH,PURWOREJO,3306,Minyak tanah,33
JAWA TENGAH,PURWOREJO,3306,Briket/Arang/Kayu,"65,370"
JAWA TENGAH,PURWOREJO,3306,Tidak memasak di rumah,"1,046"
JAWA TENGAH,WONOSOBO,3307,Listrik/Gas,"17,523"
JAWA TENGAH,WONOSOBO,3307,Minyak tanah,23
JAWA TENGAH,WONOSOBO,3307,Briket/Arang/Kayu,"69,855"
JAWA TENGAH,WONOSOBO,3307,Tidak memasak di rumah,636
JAWA TENGAH,MAGELANG,3308,Listrik/Gas,"36,150"
JAWA TENGAH,MAGELANG,3308,Minyak tanah,50
JAWA TENGAH,MAGELANG,3308,Briket/Arang/Kayu,"115,823"
JAWA TENGAH,MAGELANG,3308,Tidak memasak di rumah,"1,554"
JAWA TENGAH,BOYOLALI,3309,Listrik/Gas,"23,918"
JAWA TENGAH,BOYOLALI,3309,Minyak tanah,44
JAWA TENGAH,BOYOLALI,3309,Briket/Arang/Kayu,"71,221"
JAWA TENGAH,BOYOLALI,3309,Tidak memasak di rumah,"1,629"
JAWA TENGAH,KLATEN,3310,Listrik/Gas,"85,287"
JAWA TENGAH,KLATEN,3310,Minyak tanah,95
JAWA TENGAH,KLATEN,3310,Briket/Arang/Kayu,"80,667"
JAWA TENGAH,KLATEN,3310,Tidak memasak di rumah,"2,446"
JAWA TENGAH,SUKOHARJO,3311,Listrik/Gas,"54,010"
JAWA TENGAH,SUKOHARJO,3311,Minyak tanah,32
JAWA TENGAH,SUKOHARJO,3311,Briket/Arang/Kayu,"28,347"
JAWA TENGAH,SUKOHARJO,3311,Tidak memasak di rumah,"2,251"
JAWA TENGAH,WONOGIRI,3312,Listrik/Gas,"7,942"
JAWA TENGAH,WONOGIRI,3312,Minyak tanah,44
JAWA TENGAH,WONOGIRI,3312,Briket/Arang/Kayu,"84,579"
JAWA TENGAH,WONOGIRI,3312,Tidak memasak di rumah,771
JAWA TENGAH,KARANGANYAR,3313,Listrik/Gas,"29,501"
JAWA TENGAH,KARANGANYAR,3313,Minyak tanah,47
JAWA TENGAH,KARANGANYAR,3313,Briket/Arang/Kayu,"46,330"
JAWA TENGAH,KARANGANYAR,3313,Tidak memasak di rumah,"1,274"
JAWA TENGAH,SRAGEN,3314,Listrik/Gas,"20,616"
JAWA TENGAH,SRAGEN,3314,Minyak tanah,43
JAWA TENGAH,SRAGEN,3314,Briket/Arang/Kayu,"58,611"
JAWA TENGAH,SRAGEN,3314,Tidak memasak di rumah,"2,326"
JAWA TENGAH,GROBOGAN,3315,Listrik/Gas,"74,044"
JAWA TENGAH,GROBOGAN,3315,Minyak tanah,17
JAWA TENGAH,GROBOGAN,3315,Briket/Arang/Kayu,"111,935"
JAWA TENGAH,GROBOGAN,3315,Tidak memasak di rumah,"3,674"
JAWA TENGAH,BLORA,3316,Listrik/Gas,"32,148"
JAWA TENGAH,BLORA,3316,Minyak tanah,86
JAWA TENGAH,BLORA,3316,Briket/Arang/Kayu,"77,558"
JAWA TENGAH,BLORA,3316,Tidak memasak di rumah,"1,868"
JAWA TENGAH,REMBANG,3317,Listrik/Gas,"39,903"
JAWA TENGAH,REMBANG,3317,Minyak tanah,30
JAWA TENGAH,REMBANG,3317,Briket/Arang/Kayu,"49,887"
JAWA TENGAH,REMBANG,3317,Tidak memasak di rumah,"1,350"
JAWA TENGAH,PATI,3318,Listrik/Gas,"98,526"
JAWA TENGAH,PATI,3318,Minyak tanah,179
JAWA TENGAH,PATI,3318,Briket/Arang/Kayu,"74,815"
JAWA TENGAH,PATI,3318,Tidak memasak di rumah,"4,306"
JAWA TENGAH,KUDUS,3319,Listrik/Gas,"38,304"
JAWA TENGAH,KUDUS,3319,Minyak tanah,73
JAWA TENGAH,KUDUS,3319,Briket/Arang/Kayu,"18,869"
JAWA TENGAH,KUDUS,3319,Tidak memasak di rumah,405
JAWA TENGAH,JEPARA,3320,Listrik/Gas,"67,885"
JAWA TENGAH,JEPARA,3320,Minyak tanah,69
JAWA TENGAH,JEPARA,3320,Briket/Arang/Kayu,"81,116"
JAWA TENGAH,JEPARA,3320,Tidak memasak di rumah,"2,683"
JAWA TENGAH,DEMAK,3321,Listrik/Gas,"111,774"
JAWA TENGAH,DEMAK,3321,Minyak tanah,125
JAWA TENGAH,DEMAK,3321,Briket/Arang/Kayu,"35,627"
JAWA TENGAH,DEMAK,3321,Tidak memasak di rumah,"2,762"
JAWA TENGAH,SEMARANG,3322,Listrik/Gas,"18,579"
JAWA TENGAH,SEMARANG,3322,Minyak tanah,41
JAWA TENGAH,SEMARANG,3322,Briket/Arang/Kayu,"53,498"
JAWA TENGAH,SEMARANG,3322,Tidak memasak di rumah,"1,477"
JAWA TENGAH,TEMANGGUNG,3323,Listrik/Gas,"21,256"
JAWA TENGAH,TEMANGGUNG,3323,Minyak tanah,23
JAWA TENGAH,TEMANGGUNG,3323,Briket/Arang/Kayu,"59,529"
JAWA TENGAH,TEMANGGUNG,3323,Tidak memasak di rumah,429
JAWA TENGAH,KENDAL,3324,Listrik/Gas,"42,813"
JAWA TENGAH,KENDAL,3324,Minyak tanah,99
JAWA TENGAH,KENDAL,3324,Briket/Arang/Kayu,"52,514"
JAWA TENGAH,KENDAL,3324,Tidak memasak di rumah,"2,124"
JAWA TENGAH,BATANG,3325,Listrik/Gas,"21,406"
JAWA TENGAH,BATANG,3325,Minyak tanah,59
JAWA TENGAH,BATANG,3325,Briket/Arang/Kayu,"52,895"
JAWA TENGAH,BATANG,3325,Tidak memasak di rumah,636
JAWA TENGAH,PEKALONGAN,3326,Listrik/Gas,"58,571"
JAWA TENGAH,PEKALONGAN,3326,Minyak tanah,170
JAWA TENGAH,PEKALONGAN,3326,Briket/Arang/Kayu,"42,734"
JAWA TENGAH,PEKALONGAN,3326,Tidak memasak di rumah,"1,630"
JAWA TENGAH,PEMALANG,3327,Listrik/Gas,"108,162"
JAWA TENGAH,PEMALANG,3327,Minyak tanah,114
JAWA TENGAH,PEMALANG,3327,Briket/Arang/Kayu,"58,393"
JAWA TENGAH,PEMALANG,3327,Tidak memasak di rumah,"1,829"
JAWA TENGAH,TEGAL,3328,Listrik/Gas,"103,355"
JAWA TENGAH,TEGAL,3328,Minyak tanah,210
JAWA TENGAH,TEGAL,3328,Briket/Arang/Kayu,"60,168"
JAWA TENGAH,TEGAL,3328,Tidak memasak di rumah,"3,337"
JAWA TENGAH,BREBES,3329,Listrik/Gas,"175,542"
JAWA TENGAH,BREBES,3329,Minyak tanah,134
JAWA TENGAH,BREBES,3329,Briket/Arang/Kayu,"84,841"
JAWA TENGAH,BREBES,3329,Tidak memasak di rumah,"3,461"
JAWA TENGAH,KOTA MAGELANG,3371,Listrik/Gas,"7,520"
JAWA TENGAH,KOTA MAGELANG,3371,Minyak tanah,24
JAWA TENGAH,KOTA MAGELANG,3371,Briket/Arang/Kayu,"1,380"
JAWA TENGAH,KOTA MAGELANG,3371,Tidak memasak di rumah,213
JAWA TENGAH,KOTA SURAKARTA,3372,Listrik/Gas,"34,777"
JAWA TENGAH,KOTA SURAKARTA,3372,Minyak tanah,494
JAWA TENGAH,KOTA SURAKARTA,3372,Briket/Arang/Kayu,"3,499"
JAWA TENGAH,KOTA SURAKARTA,3372,Tidak memasak di rumah,"2,297"
JAWA TENGAH,KOTA SALATIGA,3373,Listrik/Gas,"5,584"
JAWA TENGAH,KOTA SALATIGA,3373,Minyak tanah,30
JAWA TENGAH,KOTA SALATIGA,3373,Briket/Arang/Kayu,"3,317"
JAWA TENGAH,KOTA SALATIGA,3373,Tidak memasak di rumah,239
JAWA TENGAH,KOTA SEMARANG,3374,Listrik/Gas,"67,602"
JAWA TENGAH,KOTA SEMARANG,3374,Minyak tanah,718
JAWA TENGAH,KOTA SEMARANG,3374,Briket/Arang/Kayu,"6,998"
JAWA TENGAH,KOTA SEMARANG,3374,Tidak memasak di rumah,"2,665"
JAWA TENGAH,KOTA PEKALONGAN,3375,Listrik/Gas,"25,987"
JAWA TENGAH,KOTA PEKALONGAN,3375,Minyak tanah,391
JAWA TENGAH,KOTA PEKALONGAN,3375,Briket/Arang/Kayu,"2,404"
JAWA TENGAH,KOTA PEKALONGAN,3375,Tidak memasak di rumah,844
JAWA TENGAH,KOTA TEGAL,3376,Listrik/Gas,"18,937"
JAWA TENGAH,KOTA TEGAL,3376,Minyak tanah,132
JAWA TENGAH,KOTA TEGAL,3376,Briket/Arang/Kayu,"2,190"
JAWA TENGAH,KOTA TEGAL,3376,Tidak memasak di rumah,731
JAWA TENGAH,TOTAL,"1,787,034",Listrik/Gas,"4,091"
JAWA TENGAH,TOTAL,"1,787,034",Minyak tanah,"2,029,750"
JAWA TENGAH,TOTAL,"1,787,034",Briket/Arang/Kayu,"64,556"
DI YOGYAKARTA,KULON PROGO,3401,Listrik/Gas,"4,629"
DI YOGYAKARTA,KULON PROGO,3401,Minyak tanah,20
DI YOGYAKARTA,KULON PROGO,3401,Briket/Arang/Kayu,"38,968"
DI YOGYAKARTA,KULON PROGO,3401,Tidak memasak di rumah,539
DI YOGYAKARTA,BANTUL,3402,Listrik/Gas,"36,258"
DI YOGYAKARTA,BANTUL,3402,Minyak tanah,149
DI YOGYAKARTA,BANTUL,3402,Briket/Arang/Kayu,"59,485"
DI YOGYAKARTA,BANTUL,3402,Tidak memasak di rumah,"2,707"
DI YOGYAKARTA,GUNUNG KIDUL,3403,Listrik/Gas,"6,804"
DI YOGYAKARTA,GUNUNG KIDUL,3403,Minyak tanah,44
DI YOGYAKARTA,GUNUNG KIDUL,3403,Briket/Arang/Kayu,"89,967"
DI YOGYAKARTA,GUNUNG KIDUL,3403,Tidak memasak di rumah,393
DI YOGYAKARTA,SLEMAN,3404,Listrik/Gas,"48,182"
DI YOGYAKARTA,SLEMAN,3404,Minyak tanah,133
DI YOGYAKARTA,SLEMAN,3404,Briket/Arang/Kayu,"50,749"
DI YOGYAKARTA,SLEMAN,3404,Tidak memasak di rumah,"2,382"
DI YOGYAKARTA,KOTA YOGYAKARTA,3471,Listrik/Gas,"21,182"
DI YOGYAKARTA,KOTA YOGYAKARTA,3471,Minyak tanah,454
DI YOGYAKARTA,KOTA YOGYAKARTA,3471,Briket/Arang/Kayu,"3,114"
DI YOGYAKARTA,KOTA YOGYAKARTA,3471,Tidak memasak di rumah,"1,376"
DI YOGYAKARTA,TOTAL,"117,055",Listrik/Gas,800
DI YOGYAKARTA,TOTAL,"117,055",Minyak tanah,"242,283"
DI YOGYAKARTA,TOTAL,"117,055",Briket/Arang/Kayu,"7,397"
JAWA TIMUR,PACITAN,3501,Listrik/Gas,"1,722"
JAWA TIMUR,PACITAN,3501,Minyak tanah,19
JAWA TIMUR,PACITAN,3501,Briket/Arang/Kayu,"52,264"
JAWA TIMUR,PACITAN,3501,Tidak memasak di rumah,280
JAWA TIMUR,PONOROGO,3502,Listrik/Gas,"13,973"
JAWA TIMUR,PONOROGO,3502,Minyak tanah,60
JAWA TIMUR,PONOROGO,3502,Briket/Arang/Kayu,"94,234"
JAWA TIMUR,PONOROGO,3502,Tidak memasak di rumah,"1,768"
JAWA TIMUR,TRENGGALEK,3503,Listrik/Gas,"7,970"
JAWA TIMUR,TRENGGALEK,3503,Minyak tanah,28
JAWA TIMUR,TRENGGALEK,3503,Briket/Arang/Kayu,"74,116"
JAWA TIMUR,TRENGGALEK,3503,Tidak memasak di rumah,963
JAWA TIMUR,TULUNGAGUNG,3504,Listrik/Gas,"34,909"
JAWA TIMUR,TULUNGAGUNG,3504,Minyak tanah,119
JAWA TIMUR,TULUNGAGUNG,3504,Briket/Arang/Kayu,"59,625"
JAWA TIMUR,TULUNGAGUNG,3504,Tidak memasak di rumah,"2,368"
JAWA TIMUR,BLITAR,3505,Listrik/Gas,"28,289"
JAWA TIMUR,BLITAR,3505,Minyak tanah,46
JAWA TIMUR,BLITAR,3505,Briket/Arang/Kayu,"81,526"
JAWA TIMUR,BLITAR,3505,Tidak memasak di rumah,"2,440"
JAWA TIMUR,KEDIRI,3506,Listrik/Gas,"69,411"
JAWA TIMUR,KEDIRI,3506,Minyak tanah,155
JAWA TIMUR,KEDIRI,3506,Briket/Arang/Kayu,"81,486"
JAWA TIMUR,KEDIRI,3506,Tidak memasak di rumah,"4,030"
JAWA TIMUR,MALANG,3507,Listrik/Gas,"89,980"
JAWA TIMUR,MALANG,3507,Minyak tanah,217
JAWA TIMUR,MALANG,3507,Briket/Arang/Kayu,"119,770"
JAWA TIMUR,MALANG,3507,Tidak memasak di rumah,"2,447"
JAWA TIMUR,LUMAJANG,3508,Listrik/Gas,"40,210"
JAWA TIMUR,LUMAJANG,3508,Minyak tanah,81
JAWA TIMUR,LUMAJANG,3508,Briket/Arang/Kayu,"91,439"
JAWA TIMUR,LUMAJANG,3508,Tidak memasak di rumah,966
JAWA TIMUR,JEMBER,3509,Listrik/Gas,"92,581"
JAWA TIMUR,JEMBER,3509,Minyak tanah,144
JAWA TIMUR,JEMBER,3509,Briket/Arang/Kayu,"199,892"
JAWA TIMUR,JEMBER,3509,Tidak memasak di rumah,"2,672"
JAWA TIMUR,BANYUWANGI,3510,Listrik/Gas,"87,681"
JAWA TIMUR,BANYUWANGI,3510,Minyak tanah,201
JAWA TIMUR,BANYUWANGI,3510,Briket/Arang/Kayu,"91,370"
JAWA TIMUR,BANYUWANGI,3510,Tidak memasak di rumah,"3,439"
JAWA TIMUR,BONDOWOSO,3511,Listrik/Gas,"34,662"
JAWA TIMUR,BONDOWOSO,3511,Minyak tanah,43
JAWA TIMUR,BONDOWOSO,3511,Briket/Arang/Kayu,"116,687"
JAWA TIMUR,BONDOWOSO,3511,Tidak memasak di rumah,956
JAWA TIMUR,SITUBONDO,3512,Listrik/Gas,"39,448"
JAWA TIMUR,SITUBONDO,3512,Minyak tanah,0
JAWA TIMUR,SITUBONDO,3512,Briket/Arang/Kayu,"67,560"
JAWA TIMUR,SITUBONDO,3512,Tidak memasak di rumah,"2,184"
JAWA TIMUR,PROBOLINGGO,3513,Listrik/Gas,"63,629"
JAWA TIMUR,PROBOLINGGO,3513,Minyak tanah,153
JAWA TIMUR,PROBOLINGGO,3513,Briket/Arang/Kayu,"119,290"
JAWA TIMUR,PROBOLINGGO,3513,Tidak memasak di rumah,"1,281"
JAWA TIMUR,PASURUAN,3514,Listrik/Gas,"109,120"
JAWA TIMUR,PASURUAN,3514,Minyak tanah,418
JAWA TIMUR,PASURUAN,3514,Briket/Arang/Kayu,"87,274"
JAWA TIMUR,PASURUAN,3514,Tidak memasak di rumah,"1,757"
JAWA TIMUR,SIDOARJO,3515,Listrik/Gas,"112,658"
JAWA TIMUR,SIDOARJO,3515,Minyak tanah,304
JAWA TIMUR,SIDOARJO,3515,Briket/Arang/Kayu,"2,586"
JAWA TIMUR,SIDOARJO,3515,Tidak memasak di rumah,"1,688"
JAWA TIMUR,MOJOKERTO,3516,Listrik/Gas,"63,732"
JAWA TIMUR,MOJOKERTO,3516,Minyak tanah,57
JAWA TIMUR,MOJOKERTO,3516,Briket/Arang/Kayu,"14,674"
JAWA TIMUR,MOJOKERTO,3516,Tidak memasak di rumah,"1,366"
JAWA TIMUR,JOMBANG,3517,Listrik/Gas,"110,791"
JAWA TIMUR,JOMBANG,3517,Minyak tanah,230
JAWA TIMUR,JOMBANG,3517,Briket/Arang/Kayu,"36,854"
JAWA TIMUR,JOMBANG,3517,Tidak memasak di rumah,"4,205"
JAWA TIMUR,NGANJUK,3518,Listrik/Gas,"74,673"
JAWA TIMUR,NGANJUK,3518,Minyak tanah,142
JAWA TIMUR,NGANJUK,3518,Briket/Arang/Kayu,"68,549"
JAWA TIMUR,NGANJUK,3518,Tidak memasak di rumah,"2,827"
JAWA TIMUR,MADIUN,3519,Listrik/Gas,"22,412"
JAWA TIMUR,MADIUN,3519,Minyak tanah,87
JAWA TIMUR,MADIUN,3519,Briket/Arang/Kayu,"48,511"
JAWA TIMUR,MADIUN,3519,Tidak memasak di rumah,"2,207"
JAWA TIMUR,MAGETAN,3520,Listrik/Gas,"23,044"
JAWA TIMUR,MAGETAN,3520,Minyak tanah,54
JAWA TIMUR,MAGETAN,3520,Briket/Arang/Kayu,"36,923"
JAWA TIMUR,MAGETAN,3520,Tidak memasak di rumah,"1,707"
JAWA TIMUR,NGAWI,3521,Listrik/Gas,"32,528"
JAWA TIMUR,NGAWI,3521,Minyak tanah,113
JAWA TIMUR,NGAWI,3521,Briket/Arang/Kayu,"84,765"
JAWA TIMUR,NGAWI,3521,Tidak memasak di rumah,"1,379"
JAWA TIMUR,BOJONEGORO,3522,Listrik/Gas,"53,547"
JAWA TIMUR,BOJONEGORO,3522,Minyak tanah,330
JAWA TIMUR,BOJONEGORO,3522,Briket/Arang/Kayu,"108,762"
JAWA TIMUR,BOJONEGORO,3522,Tidak memasak di rumah,"1,982"
JAWA TIMUR,TUBAN,3523,Listrik/Gas,"60,508"
JAWA TIMUR,TUBAN,3523,Minyak tanah,193
JAWA TIMUR,TUBAN,3523,Briket/Arang/Kayu,"62,081"
JAWA TIMUR,TUBAN,3523,Tidak memasak di rumah,"2,064"
JAWA TIMUR,LAMONGAN,3524,Listrik/Gas,"71,554"
JAWA TIMUR,LAMONGAN,3524,Minyak tanah,388
JAWA TIMUR,LAMONGAN,3524,Briket/Arang/Kayu,"41,756"
JAWA TIMUR,LAMONGAN,3524,Tidak memasak di rumah,"1,482"
JAWA TIMUR,GRESIK,3525,Listrik/Gas,"82,779"
JAWA TIMUR,GRESIK,3525,Minyak tanah,299
JAWA TIMUR,GRESIK,3525,Briket/Arang/Kayu,"11,710"
JAWA TIMUR,GRESIK,3525,Tidak memasak di rumah,"1,033"
JAWA TIMUR,BANGKALAN,3526,Listrik/Gas,"47,145"
JAWA TIMUR,BANGKALAN,3526,Minyak tanah,"1,056"
JAWA TIMUR,BANGKALAN,3526,Briket/Arang/Kayu,"79,667"
JAWA TIMUR,BANGKALAN,3526,Tidak memasak di rumah,221
JAWA TIMUR,SAMPANG,3527,Listrik/Gas,"29,980"
JAWA TIMUR,SAMPANG,3527,Minyak tanah,432
JAWA TIMUR,SAMPANG,3527,Briket/Arang/Kayu,"105,708"
JAWA TIMUR,SAMPANG,3527,Tidak memasak di rumah,151
JAWA TIMUR,PAMEKASAN,3528,Listrik/Gas,"37,444"
JAWA TIMUR,PAMEKASAN,3528,Minyak tanah,385
JAWA TIMUR,PAMEKASAN,3528,Briket/Arang/Kayu,"86,361"
JAWA TIMUR,PAMEKASAN,3528,Tidak memasak di rumah,335
JAWA TIMUR,SUMENEP,3529,Listrik/Gas,"46,993"
JAWA TIMUR,SUMENEP,3529,Minyak tanah,548
JAWA TIMUR,SUMENEP,3529,Briket/Arang/Kayu,"132,641"
JAWA TIMUR,SUMENEP,3529,Tidak memasak di rumah,378
JAWA TIMUR,KOTA KEDIRI,3571,Listrik/Gas,"17,190"
JAWA TIMUR,KOTA KEDIRI,3571,Minyak tanah,148
JAWA TIMUR,KOTA KEDIRI,3571,Briket/Arang/Kayu,"2,926"
JAWA TIMUR,KOTA KEDIRI,3571,Tidak memasak di rumah,964
JAWA TIMUR,KOTA BLITAR,3572,Listrik/Gas,"5,136"
JAWA TIMUR,KOTA BLITAR,3572,Minyak tanah,45
JAWA TIMUR,KOTA BLITAR,3572,Briket/Arang/Kayu,"1,629"
JAWA TIMUR,KOTA BLITAR,3572,Tidak memasak di rumah,343
JAWA TIMUR,KOTA MALANG,3573,Listrik/Gas,"28,149"
JAWA TIMUR,KOTA MALANG,3573,Minyak tanah,416
JAWA TIMUR,KOTA MALANG,3573,Briket/Arang/Kayu,"1,946"
JAWA TIMUR,KOTA MALANG,3573,Tidak memasak di rumah,666
JAWA TIMUR,KOTA PROBOLINGGO,3574,Listrik/Gas,"12,292"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Minyak tanah,29
JAWA TIMUR,KOTA PROBOLINGGO,3574,Briket/Arang/Kayu,"4,952"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Tidak memasak di rumah,273
JAWA TIMUR,KOTA PASURUAN,3575,Listrik/Gas,"12,374"
JAWA TIMUR,KOTA PASURUAN,3575,Minyak tanah,213
JAWA TIMUR,KOTA PASURUAN,3575,Briket/Arang/Kayu,"1,319"
JAWA TIMUR,KOTA PASURUAN,3575,Tidak memasak di rumah,429
JAWA TIMUR,KOTA MOJOKERTO,3576,Listrik/Gas,"6,419"
JAWA TIMUR,KOTA MOJOKERTO,3576,Minyak tanah,89
JAWA TIMUR,KOTA MOJOKERTO,3576,Briket/Arang/Kayu,269
JAWA TIMUR,KOTA MOJOKERTO,3576,Tidak memasak di rumah,196
JAWA TIMUR,KOTA MADIUN,3577,Listrik/Gas,"6,288"
JAWA TIMUR,KOTA MADIUN,3577,Minyak tanah,162
JAWA TIMUR,KOTA MADIUN,3577,Briket/Arang/Kayu,815
JAWA TIMUR,KOTA MADIUN,3577,Tidak memasak di rumah,263
JAWA TIMUR,KOTA SURABAYA,3578,Listrik/Gas,"140,786"
JAWA TIMUR,KOTA SURABAYA,3578,Minyak tanah,"4,146"
JAWA TIMUR,KOTA SURABAYA,3578,Briket/Arang/Kayu,752
JAWA TIMUR,KOTA SURABAYA,3578,Tidak memasak di rumah,"3,451"
JAWA TIMUR,KOTA BATU,3579,Listrik/Gas,"9,893"
JAWA TIMUR,KOTA BATU,3579,Minyak tanah,30
JAWA TIMUR,KOTA BATU,3579,Briket/Arang/Kayu,"1,406"
JAWA TIMUR,KOTA BATU,3579,Tidak memasak di rumah,191
JAWA TIMUR,TOTAL,"1,821,900",Listrik/Gas,"11,580"
JAWA TIMUR,TOTAL,"1,821,900",Minyak tanah,"2,274,095"
JAWA TIMUR,TOTAL,"1,821,900",Briket/Arang/Kayu,"57,352"
BANTEN,PANDEGLANG,3601,Listrik/Gas,"19,785"
BANTEN,PANDEGLANG,3601,Minyak tanah,44
BANTEN,PANDEGLANG,3601,Briket/Arang/Kayu,"93,407"
BANTEN,PANDEGLANG,3601,Tidak memasak di rumah,106
BANTEN,LEBAK,3602,Listrik/Gas,"12,408"
BANTEN,LEBAK,3602,Minyak tanah,61
BANTEN,LEBAK,3602,Briket/Arang/Kayu,"92,569"
BANTEN,LEBAK,3602,Tidak memasak di rumah,164
BANTEN,TANGERANG,3603,Listrik/Gas,"192,182"
BANTEN,TANGERANG,3603,Minyak tanah,579
BANTEN,TANGERANG,3603,Briket/Arang/Kayu,"34,422"
BANTEN,TANGERANG,3603,Tidak memasak di rumah,"2,162"
BANTEN,SERANG,3604,Listrik/Gas,"26,639"
BANTEN,SERANG,3604,Minyak tanah,53
BANTEN,SERANG,3604,Briket/Arang/Kayu,"42,241"
BANTEN,SERANG,3604,Tidak memasak di rumah,380
BANTEN,KOTA TANGERANG,3671,Listrik/Gas,"65,693"
