Provinsi,NamaKab/Kota,KodeKab/Kota,Bahan bakar memasak,Jumlah rumah tangga
SULAWESI TENGGARA,BUTON SELATAN,7415,Tidak memasak di rumah,10
SULAWESI TENGGARA,KOTA KENDARI,7471,Listrik/Gas,"8,646"
SULAWESI TENGGARA,KOTA KENDARI,7471,Minyak tanah,"2,153"
SULAWESI TENGGARA,KOTA KENDARI,7471,Briket/Arang/Kayu,"6,674"
SULAWESI TENGGARA,KOTA KENDARI,7471,Tidak memasak di rumah,16
SULAWESI TENGGARA,KOTA BAUBAU,7472,Listrik/Gas,47
SULAWESI TENGGARA,KOTA BAUBAU,7472,Minyak tanah,"7,101"
SULAWESI TENGGARA,KOTA BAUBAU,7472,Briket/Arang/Kayu,"5,396"
SULAWESI TENGGARA,KOTA BAUBAU,7472,Tidak memasak di rumah,50
SULAWESI TENGGARA,TOTAL,"30,978",Listrik/Gas,"15,749"
SULAWESI TENGGARA,TOTAL,"30,978",Minyak tanah,"177,930"
SULAWESI TENGGARA,TOTAL,"30,978",Briket/Arang/Kayu,402
GORONTALO,BOALEMO,7501,Listrik/Gas,"3,709"
GORONTALO,BOALEMO,7501,Minyak tanah,57
GORONTALO,BOALEMO,7501,Briket/Arang/Kayu,"10,940"
GORONTALO,BOALEMO,7501,Tidak memasak di rumah,30
GORONTALO,GORONTALO,7502,Listrik/Gas,"17,634"
GORONTALO,GORONTALO,7502,Minyak tanah,683
GORONTALO,GORONTALO,7502,Briket/Arang/Kayu,"26,227"
GORONTALO,GORONTALO,7502,Tidak memasak di rumah,185
GORONTALO,POHUWATO,7503,Listrik/Gas,"3,107"
GORONTALO,POHUWATO,7503,Minyak tanah,200
GORONTALO,POHUWATO,7503,Briket/Arang/Kayu,"8,038"
GORONTALO,POHUWATO,7503,Tidak memasak di rumah,13
GORONTALO,BONE BOLANGO,7504,Listrik/Gas,"4,860"
GORONTALO,BONE BOLANGO,7504,Minyak tanah,296
GORONTALO,BONE BOLANGO,7504,Briket/Arang/Kayu,"8,905"
GORONTALO,BONE BOLANGO,7504,Tidak memasak di rumah,49
GORONTALO,GORONTALO UTARA,7505,Listrik/Gas,"4,542"
GORONTALO,GORONTALO UTARA,7505,Minyak tanah,97
GORONTALO,GORONTALO UTARA,7505,Briket/Arang/Kayu,"7,320"
GORONTALO,GORONTALO UTARA,7505,Tidak memasak di rumah,15
GORONTALO,KOTA GORONTALO,7571,Listrik/Gas,"8,308"
GORONTALO,KOTA GORONTALO,7571,Minyak tanah,"1,645"
GORONTALO,KOTA GORONTALO,7571,Briket/Arang/Kayu,"3,004"
GORONTALO,KOTA GORONTALO,7571,Tidak memasak di rumah,49
GORONTALO,TOTAL,"42,160",Listrik/Gas,"2,978"
GORONTALO,TOTAL,"42,160",Minyak tanah,"64,434"
GORONTALO,TOTAL,"42,160",Briket/Arang/Kayu,341
SULAWESI BARAT,MAJENE,7601,Listrik/Gas,"6,568"
SULAWESI BARAT,MAJENE,7601,Minyak tanah,67
SULAWESI BARAT,MAJENE,7601,Briket/Arang/Kayu,"11,423"
SULAWESI BARAT,MAJENE,7601,Tidak memasak di rumah,46
SULAWESI BARAT,POLEWALI MANDAR,7602,Listrik/Gas,"11,343"
SULAWESI BARAT,POLEWALI MANDAR,7602,Minyak tanah,76
SULAWESI BARAT,POLEWALI MANDAR,7602,Briket/Arang/Kayu,"31,414"
SULAWESI BARAT,POLEWALI MANDAR,7602,Tidak memasak di rumah,102
SULAWESI BARAT,MAMASA,7603,Listrik/Gas,142
SULAWESI BARAT,MAMASA,7603,Minyak tanah,19
SULAWESI BARAT,MAMASA,7603,Briket/Arang/Kayu,"20,551"
SULAWESI BARAT,MAMASA,7603,Tidak memasak di rumah,6
SULAWESI BARAT,MAMUJU,7604,Listrik/Gas,"4,868"
SULAWESI BARAT,MAMUJU,7604,Minyak tanah,29
SULAWESI BARAT,MAMUJU,7604,Briket/Arang/Kayu,"13,658"
SULAWESI BARAT,MAMUJU,7604,Tidak memasak di rumah,23
SULAWESI BARAT,MAMUJU UTARA,7605,Listrik/Gas,"3,600"
SULAWESI BARAT,MAMUJU UTARA,7605,Minyak tanah,93
SULAWESI BARAT,MAMUJU UTARA,7605,Briket/Arang/Kayu,"6,261"
SULAWESI BARAT,MAMUJU UTARA,7605,Tidak memasak di rumah,14
SULAWESI BARAT,MAMUJU TENGAH,7606,Listrik/Gas,"1,805"
SULAWESI BARAT,MAMUJU TENGAH,7606,Minyak tanah,6
SULAWESI BARAT,MAMUJU TENGAH,7606,Briket/Arang/Kayu,"5,077"
SULAWESI BARAT,MAMUJU TENGAH,7606,Tidak memasak di rumah,7
SULAWESI BARAT,TOTAL,"28,326",Listrik/Gas,290
SULAWESI BARAT,TOTAL,"28,326",Minyak tanah,"88,384"
SULAWESI BARAT,TOTAL,"28,326",Briket/Arang/Kayu,198
MALUKU,MALUKU TENGGARA BARAT,8101,Listrik/Gas,72
MALUKU,MALUKU TENGGARA BARAT,8101,Minyak tanah,802
MALUKU,MALUKU TENGGARA BARAT,8101,Briket/Arang/Kayu,"10,867"
MALUKU,MALUKU TENGGARA BARAT,8101,Tidak memasak di rumah,9
MALUKU,MALUKU TENGGARA,8102,Listrik/Gas,0
MALUKU,MALUKU TENGGARA,8102,Minyak tanah,225
MALUKU,MALUKU TENGGARA,8102,Briket/Arang/Kayu,"6,732"
MALUKU,MALUKU TENGGARA,8102,Tidak memasak di rumah,1
MALUKU,MALUKU TENGAH,8103,Listrik/Gas,284
MALUKU,MALUKU TENGAH,8103,Minyak tanah,"5,932"
MALUKU,MALUKU TENGAH,8103,Briket/Arang/Kayu,"31,289"
MALUKU,MALUKU TENGAH,8103,Tidak memasak di rumah,27
MALUKU,BURU,8104,Listrik/Gas,33
MALUKU,BURU,8104,Minyak tanah,362
MALUKU,BURU,8104,Briket/Arang/Kayu,"8,131"
MALUKU,BURU,8104,Tidak memasak di rumah,4
MALUKU,KEPULAUAN ARU,8105,Listrik/Gas,9
MALUKU,KEPULAUAN ARU,8105,Minyak tanah,184
MALUKU,KEPULAUAN ARU,8105,Briket/Arang/Kayu,"6,505"
MALUKU,KEPULAUAN ARU,8105,Tidak memasak di rumah,2
MALUKU,SERAM BAGIAN BARAT,8106,Listrik/Gas,67
MALUKU,SERAM BAGIAN BARAT,8106,Minyak tanah,309
MALUKU,SERAM BAGIAN BARAT,8106,Briket/Arang/Kayu,"19,442"
MALUKU,SERAM BAGIAN BARAT,8106,Tidak memasak di rumah,11
MALUKU,SERAM BAGIAN TIMUR,8107,Listrik/Gas,0
MALUKU,SERAM BAGIAN TIMUR,8107,Minyak tanah,104
MALUKU,SERAM BAGIAN TIMUR,8107,Briket/Arang/Kayu,"8,868"
MALUKU,SERAM BAGIAN TIMUR,8107,Tidak memasak di rumah,13
MALUKU,MALUKU BARAT DAYA,8108,Listrik/Gas,51
MALUKU,MALUKU BARAT DAYA,8108,Minyak tanah,31
MALUKU,MALUKU BARAT DAYA,8108,Briket/Arang/Kayu,"9,949"
MALUKU,MALUKU BARAT DAYA,8108,Tidak memasak di rumah,13
MALUKU,BURU SELATAN,8109,Listrik/Gas,25
MALUKU,BURU SELATAN,8109,Minyak tanah,79
MALUKU,BURU SELATAN,8109,Briket/Arang/Kayu,"5,624"
MALUKU,BURU SELATAN,8109,Tidak memasak di rumah,5
MALUKU,KOTA AMBON,8171,Listrik/Gas,52
MALUKU,KOTA AMBON,8171,Minyak tanah,"13,460"
MALUKU,KOTA AMBON,8171,Briket/Arang/Kayu,"5,499"
MALUKU,KOTA AMBON,8171,Tidak memasak di rumah,55
MALUKU,KOTA TUAL,8172,Listrik/Gas,0
MALUKU,KOTA TUAL,8172,Minyak tanah,832
MALUKU,KOTA TUAL,8172,Briket/Arang/Kayu,"3,513"
MALUKU,KOTA TUAL,8172,Tidak memasak di rumah,2
MALUKU,TOTAL,593,Listrik/Gas,"22,320"
MALUKU,TOTAL,593,Minyak tanah,"116,419"
MALUKU,TOTAL,593,Briket/Arang/Kayu,142
MALUKU UTARA,HALMAHERA BARAT,8201,Listrik/Gas,42
MALUKU UTARA,HALMAHERA BARAT,8201,Minyak tanah,34
MALUKU UTARA,HALMAHERA BARAT,8201,Briket/Arang/Kayu,"7,083"
MALUKU UTARA,HALMAHERA BARAT,8201,Tidak memasak di rumah,4
MALUKU UTARA,HALMAHERA TENGAH,8202,Listrik/Gas,0
MALUKU UTARA,HALMAHERA TENGAH,8202,Minyak tanah,29
MALUKU UTARA,HALMAHERA TENGAH,8202,Briket/Arang/Kayu,"4,017"
MALUKU UTARA,HALMAHERA TENGAH,8202,Tidak memasak di rumah,2
MALUKU UTARA,KEPULAUAN SULA,8203,Listrik/Gas,1
MALUKU UTARA,KEPULAUAN SULA,8203,Minyak tanah,205
MALUKU UTARA,KEPULAUAN SULA,8203,Briket/Arang/Kayu,"4,139"
MALUKU UTARA,KEPULAUAN SULA,8203,Tidak memasak di rumah,2
MALUKU UTARA,HALMAHERA SELATAN,8204,Listrik/Gas,0
MALUKU UTARA,HALMAHERA SELATAN,8204,Minyak tanah,133
MALUKU UTARA,HALMAHERA SELATAN,8204,Briket/Arang/Kayu,"9,388"
MALUKU UTARA,HALMAHERA SELATAN,8204,Tidak memasak di rumah,5
MALUKU UTARA,HALMAHERA UTARA,8205,Listrik/Gas,7
MALUKU UTARA,HALMAHERA UTARA,8205,Minyak tanah,157
MALUKU UTARA,HALMAHERA UTARA,8205,Briket/Arang/Kayu,"6,331"
MALUKU UTARA,HALMAHERA UTARA,8205,Tidak memasak di rumah,8
MALUKU UTARA,HALMAHERA TIMUR,8206,Listrik/Gas,6
MALUKU UTARA,HALMAHERA TIMUR,8206,Minyak tanah,148
MALUKU UTARA,HALMAHERA TIMUR,8206,Briket/Arang/Kayu,"6,116"
MALUKU UTARA,HALMAHERA TIMUR,8206,Tidak memasak di rumah,7
MALUKU UTARA,PULAU MOROTAI,8207,Listrik/Gas,3
MALUKU UTARA,PULAU MOROTAI,8207,Minyak tanah,14
MALUKU UTARA,PULAU MOROTAI,8207,Briket/Arang/Kayu,"3,487"
MALUKU UTARA,PULAU MOROTAI,8207,Tidak memasak di rumah,4
MALUKU UTARA,PULAU TALIABU,8208,Listrik/Gas,0
MALUKU UTARA,PULAU TALIABU,8208,Minyak tanah,14
MALUKU UTARA,PULAU TALIABU,8208,Briket/Arang/Kayu,"2,473"
MALUKU UTARA,PULAU TALIABU,8208,Tidak memasak di rumah,7
MALUKU UTARA,KOTA TERNATE,8271,Listrik/Gas,16
MALUKU UTARA,KOTA TERNATE,8271,Minyak tanah,"1,500"
MALUKU UTARA,KOTA TERNATE,8271,Briket/Arang/Kayu,"1,999"
MALUKU UTARA,KOTA TERNATE,8271,Tidak memasak di rumah,4
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Listrik/Gas,20
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Minyak tanah,"1,775"
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Briket/Arang/Kayu,"4,281"
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,Tidak memasak di rumah,1
MALUKU UTARA,TOTAL,95,Listrik/Gas,"4,009"
MALUKU UTARA,TOTAL,95,Minyak tanah,"49,314"
MALUKU UTARA,TOTAL,95,Briket/Arang/Kayu,44
PAPUA BARAT,FAKFAK,9101,Listrik/Gas,43
PAPUA BARAT,FAKFAK,9101,Minyak tanah,"2,422"
PAPUA BARAT,FAKFAK,9101,Briket/Arang/Kayu,"5,612"
PAPUA BARAT,FAKFAK,9101,Tidak memasak di rumah,3
PAPUA BARAT,KAIMANA,9102,Listrik/Gas,10
PAPUA BARAT,KAIMANA,9102,Minyak tanah,338
PAPUA BARAT,KAIMANA,9102,Briket/Arang/Kayu,"4,171"
PAPUA BARAT,KAIMANA,9102,Tidak memasak di rumah,5
PAPUA BARAT,TELUK WONDAMA,9103,Listrik/Gas,8
PAPUA BARAT,TELUK WONDAMA,9103,Minyak tanah,68
PAPUA BARAT,TELUK WONDAMA,9103,Briket/Arang/Kayu,"2,489"
PAPUA BARAT,TELUK WONDAMA,9103,Tidak memasak di rumah,1
PAPUA BARAT,TELUK BINTUNI,9104,Listrik/Gas,21
PAPUA BARAT,TELUK BINTUNI,9104,Minyak tanah,310
PAPUA BARAT,TELUK BINTUNI,9104,Briket/Arang/Kayu,"4,634"
PAPUA BARAT,TELUK BINTUNI,9104,Tidak memasak di rumah,3
PAPUA BARAT,MANOKWARI,9105,Listrik/Gas,79
PAPUA BARAT,MANOKWARI,9105,Minyak tanah,"2,206"
PAPUA BARAT,MANOKWARI,9105,Briket/Arang/Kayu,"8,453"
PAPUA BARAT,MANOKWARI,9105,Tidak memasak di rumah,8
PAPUA BARAT,SORONG SELATAN,9106,Listrik/Gas,12
PAPUA BARAT,SORONG SELATAN,9106,Minyak tanah,22
PAPUA BARAT,SORONG SELATAN,9106,Briket/Arang/Kayu,"3,303"
PAPUA BARAT,SORONG SELATAN,9106,Tidak memasak di rumah,1
PAPUA BARAT,SORONG,9107,Listrik/Gas,66
PAPUA BARAT,SORONG,9107,Minyak tanah,"2,698"
PAPUA BARAT,SORONG,9107,Briket/Arang/Kayu,"5,265"
PAPUA BARAT,SORONG,9107,Tidak memasak di rumah,8
PAPUA BARAT,RAJA AMPAT,9108,Listrik/Gas,12
PAPUA BARAT,RAJA AMPAT,9108,Minyak tanah,179
PAPUA BARAT,RAJA AMPAT,9108,Briket/Arang/Kayu,"4,115"
PAPUA BARAT,RAJA AMPAT,9108,Tidak memasak di rumah,0
PAPUA BARAT,TAMBRAUW,9109,Listrik/Gas,7
PAPUA BARAT,TAMBRAUW,9109,Minyak tanah,6
PAPUA BARAT,TAMBRAUW,9109,Briket/Arang/Kayu,"2,322"
PAPUA BARAT,TAMBRAUW,9109,Tidak memasak di rumah,0
PAPUA BARAT,MAYBRAT,9110,Listrik/Gas,17
PAPUA BARAT,MAYBRAT,9110,Minyak tanah,427
PAPUA BARAT,MAYBRAT,9110,Briket/Arang/Kayu,"3,781"
PAPUA BARAT,MAYBRAT,9110,Tidak memasak di rumah,5
PAPUA BARAT,MANOKWARI SELATAN,9111,Listrik/Gas,13
PAPUA BARAT,MANOKWARI SELATAN,9111,Minyak tanah,122
PAPUA BARAT,MANOKWARI SELATAN,9111,Briket/Arang/Kayu,"3,557"
PAPUA BARAT,MANOKWARI SELATAN,9111,Tidak memasak di rumah,1
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Listrik/Gas,13
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Minyak tanah,1
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Briket/Arang/Kayu,"6,837"
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,Tidak memasak di rumah,5
PAPUA BARAT,KOTA SORONG,9171,Listrik/Gas,118
PAPUA BARAT,KOTA SORONG,9171,Minyak tanah,"8,750"
PAPUA BARAT,KOTA SORONG,9171,Briket/Arang/Kayu,"3,097"
PAPUA BARAT,KOTA SORONG,9171,Tidak memasak di rumah,9
PAPUA BARAT,TOTAL,419,Listrik/Gas,"17,549"
PAPUA BARAT,TOTAL,419,Minyak tanah,"57,636"
PAPUA BARAT,TOTAL,419,Briket/Arang/Kayu,49
PAPUA,MERAUKE,9401,Listrik/Gas,73
PAPUA,MERAUKE,9401,Minyak tanah,"2,052"
PAPUA,MERAUKE,9401,Briket/Arang/Kayu,"10,932"
PAPUA,MERAUKE,9401,Tidak memasak di rumah,6
PAPUA,JAYAWIJAYA,9402,Listrik/Gas,21
PAPUA,JAYAWIJAYA,9402,Minyak tanah,342
PAPUA,JAYAWIJAYA,9402,Briket/Arang/Kayu,"12,778"
PAPUA,JAYAWIJAYA,9402,Tidak memasak di rumah,5
PAPUA,JAYAPURA,9403,Listrik/Gas,121
PAPUA,JAYAPURA,9403,Minyak tanah,674
PAPUA,JAYAPURA,9403,Briket/Arang/Kayu,"8,522"
PAPUA,JAYAPURA,9403,Tidak memasak di rumah,17
PAPUA,NABIRE,9404,Listrik/Gas,124
PAPUA,NABIRE,9404,Minyak tanah,"2,746"
PAPUA,NABIRE,9404,Briket/Arang/Kayu,"6,411"
PAPUA,NABIRE,9404,Tidak memasak di rumah,3
PAPUA,KEPULAUAN YAPEN,9408,Listrik/Gas,64
PAPUA,KEPULAUAN YAPEN,9408,Minyak tanah,"1,298"
PAPUA,KEPULAUAN YAPEN,9408,Briket/Arang/Kayu,"6,700"
PAPUA,KEPULAUAN YAPEN,9408,Tidak memasak di rumah,4
PAPUA,BIAK NUMFOR,9409,Listrik/Gas,97
PAPUA,BIAK NUMFOR,9409,Minyak tanah,"3,267"
PAPUA,BIAK NUMFOR,9409,Briket/Arang/Kayu,"10,456"
PAPUA,BIAK NUMFOR,9409,Tidak memasak di rumah,31
PAPUA,PANIAI,9410,Listrik/Gas,3
PAPUA,PANIAI,9410,Minyak tanah,1
PAPUA,PANIAI,9410,Briket/Arang/Kayu,"6,873"
PAPUA,PANIAI,9410,Tidak memasak di rumah,6
PAPUA,PUNCAK JAYA,9411,Listrik/Gas,0
PAPUA,PUNCAK JAYA,9411,Minyak tanah,5
PAPUA,PUNCAK JAYA,9411,Briket/Arang/Kayu,"6,972"
PAPUA,PUNCAK JAYA,9411,Tidak memasak di rumah,5
PAPUA,MIMIKA,9412,Listrik/Gas,79
PAPUA,MIMIKA,9412,Minyak tanah,"4,114"
PAPUA,MIMIKA,9412,Briket/Arang/Kayu,"9,054"
PAPUA,MIMIKA,9412,Tidak memasak di rumah,5
PAPUA,BOVEN DIGOEL,9413,Listrik/Gas,15
PAPUA,BOVEN DIGOEL,9413,Minyak tanah,125
PAPUA,BOVEN DIGOEL,9413,Briket/Arang/Kayu,"5,205"
PAPUA,BOVEN DIGOEL,9413,Tidak memasak di rumah,1
PAPUA,MAPPI,9414,Listrik/Gas,15
PAPUA,MAPPI,9414,Minyak tanah,19
PAPUA,MAPPI,9414,Briket/Arang/Kayu,"10,395"
PAPUA,MAPPI,9414,Tidak memasak di rumah,1
PAPUA,ASMAT,9415,Listrik/Gas,12
PAPUA,ASMAT,9415,Minyak tanah,49
PAPUA,ASMAT,9415,Briket/Arang/Kayu,"11,818"
PAPUA,ASMAT,9415,Tidak memasak di rumah,5
PAPUA,YAHUKIMO,9416,Listrik/Gas,1
PAPUA,YAHUKIMO,9416,Minyak tanah,3
PAPUA,YAHUKIMO,9416,Briket/Arang/Kayu,"9,969"
PAPUA,YAHUKIMO,9416,Tidak memasak di rumah,3
PAPUA,PEGUNUNGAN BINTANG,9417,Listrik/Gas,5
PAPUA,PEGUNUNGAN BINTANG,9417,Minyak tanah,0
PAPUA,PEGUNUNGAN BINTANG,9417,Briket/Arang/Kayu,"12,836"
PAPUA,PEGUNUNGAN BINTANG,9417,Tidak memasak di rumah,7
PAPUA,TOLIKARA,9418,Listrik/Gas,5
PAPUA,TOLIKARA,9418,Minyak tanah,129
PAPUA,TOLIKARA,9418,Briket/Arang/Kayu,"4,145"
PAPUA,TOLIKARA,9418,Tidak memasak di rumah,7
PAPUA,SARMI,9419,Listrik/Gas,8
PAPUA,SARMI,9419,Minyak tanah,143
PAPUA,SARMI,9419,Briket/Arang/Kayu,"1,911"
PAPUA,SARMI,9419,Tidak memasak di rumah,1
PAPUA,KEEROM,9420,Listrik/Gas,64
PAPUA,KEEROM,9420,Minyak tanah,"3,133"
PAPUA,KEEROM,9420,Briket/Arang/Kayu,"3,025"
PAPUA,KEEROM,9420,Tidak memasak di rumah,2
PAPUA,WAROPEN,9426,Listrik/Gas,18
PAPUA,WAROPEN,9426,Minyak tanah,154
PAPUA,WAROPEN,9426,Briket/Arang/Kayu,"1,429"
PAPUA,WAROPEN,9426,Tidak memasak di rumah,2
PAPUA,SUPIORI,9427,Listrik/Gas,4
PAPUA,SUPIORI,9427,Minyak tanah,63
PAPUA,SUPIORI,9427,Briket/Arang/Kayu,"1,965"
PAPUA,SUPIORI,9427,Tidak memasak di rumah,0
PAPUA,MAMBERAMO RAYA,9428,Listrik/Gas,0
PAPUA,MAMBERAMO RAYA,9428,Minyak tanah,0
PAPUA,MAMBERAMO RAYA,9428,Briket/Arang/Kayu,687
PAPUA,MAMBERAMO RAYA,9428,Tidak memasak di rumah,1
PAPUA,NDUGA,9429,Listrik/Gas,0
PAPUA,NDUGA,9429,Minyak tanah,0
PAPUA,NDUGA,9429,Briket/Arang/Kayu,0
PAPUA,NDUGA,9429,Tidak memasak di rumah,0
PAPUA,LANNY JAYA,9430,Listrik/Gas,6
PAPUA,LANNY JAYA,9430,Minyak tanah,2
PAPUA,LANNY JAYA,9430,Briket/Arang/Kayu,"5,619"
PAPUA,LANNY JAYA,9430,Tidak memasak di rumah,2
PAPUA,MAMBERAMO TENGAH,9431,Listrik/Gas,2
PAPUA,MAMBERAMO TENGAH,9431,Minyak tanah,0
PAPUA,MAMBERAMO TENGAH,9431,Briket/Arang/Kayu,685
PAPUA,MAMBERAMO TENGAH,9431,Tidak memasak di rumah,0
PAPUA,YALIMO,9432,Listrik/Gas,0
PAPUA,YALIMO,9432,Minyak tanah,0
PAPUA,YALIMO,9432,Briket/Arang/Kayu,"4,891"
PAPUA,YALIMO,9432,Tidak memasak di rumah,0
PAPUA,PUNCAK,9433,Listrik/Gas,0
PAPUA,PUNCAK,9433,Minyak tanah,0
PAPUA,PUNCAK,9433,Briket/Arang/Kayu,"11,326"
PAPUA,PUNCAK,9433,Tidak memasak di rumah,0
PAPUA,DOGIYAI,9434,Listrik/Gas,18
PAPUA,DOGIYAI,9434,Minyak tanah,5
PAPUA,DOGIYAI,9434,Briket/Arang/Kayu,"4,553"
PAPUA,DOGIYAI,9434,Tidak memasak di rumah,6
PAPUA,INTAN JAYA,9435,Listrik/Gas,0
PAPUA,INTAN JAYA,9435,Minyak tanah,4
PAPUA,INTAN JAYA,9435,Briket/Arang/Kayu,202
PAPUA,INTAN JAYA,9435,Tidak memasak di rumah,0
PAPUA,DEIYAI,9436,Listrik/Gas,3
PAPUA,DEIYAI,9436,Minyak tanah,1
PAPUA,DEIYAI,9436,Briket/Arang/Kayu,"2,986"
PAPUA,DEIYAI,9436,Tidak memasak di rumah,1
PAPUA,KOTA JAYAPURA,9471,Listrik/Gas,362
PAPUA,KOTA JAYAPURA,9471,Minyak tanah,"12,916"
PAPUA,KOTA JAYAPURA,9471,Briket/Arang/Kayu,"2,831"
PAPUA,KOTA JAYAPURA,9471,Tidak memasak di rumah,67
PAPUA,TOTAL,"1,120",Listrik/Gas,"31,245"
PAPUA,TOTAL,"1,120",Minyak tanah,"175,176"
PAPUA,TOTAL,"1,120",Briket/Arang/Kayu,188
