Provinsi,NamaKab/Kota,KodeKab/Kota,Status tempat tinggal,Jumlah rumah tangga
JAWA TIMUR,LAMONGAN,3524,Milik Sendiri,"109,172"
JAWA TIMUR,LAMONGAN,3524,Kontrak/Sewa,592
JAWA TIMUR,LAMONGAN,3524,Bebas Sewa,"5,408"
JAWA TIMUR,GRESIK,3525,Milik Sendiri,"88,941"
JAWA TIMUR,GRESIK,3525,Kontrak/Sewa,"1,347"
JAWA TIMUR,GRESIK,3525,Bebas Sewa,"4,722"
JAWA TIMUR,BANGKALAN,3526,Milik Sendiri,"122,504"
JAWA TIMUR,BANGKALAN,3526,Kontrak/Sewa,"1,013"
JAWA TIMUR,BANGKALAN,3526,Bebas Sewa,"3,650"
JAWA TIMUR,SAMPANG,3527,Milik Sendiri,"131,453"
JAWA TIMUR,SAMPANG,3527,Kontrak/Sewa,127
JAWA TIMUR,SAMPANG,3527,Bebas Sewa,"4,508"
JAWA TIMUR,PAMEKASAN,3528,Milik Sendiri,"119,681"
JAWA TIMUR,PAMEKASAN,3528,Kontrak/Sewa,347
JAWA TIMUR,PAMEKASAN,3528,Bebas Sewa,"4,030"
JAWA TIMUR,SUMENEP,3529,Milik Sendiri,"176,204"
JAWA TIMUR,SUMENEP,3529,Kontrak/Sewa,412
JAWA TIMUR,SUMENEP,3529,Bebas Sewa,"3,543"
JAWA TIMUR,KOTA KEDIRI,3571,Milik Sendiri,"14,730"
JAWA TIMUR,KOTA KEDIRI,3571,Kontrak/Sewa,"1,717"
JAWA TIMUR,KOTA KEDIRI,3571,Bebas Sewa,"4,174"
JAWA TIMUR,KOTA BLITAR,3572,Milik Sendiri,"5,831"
JAWA TIMUR,KOTA BLITAR,3572,Kontrak/Sewa,296
JAWA TIMUR,KOTA BLITAR,3572,Bebas Sewa,946
JAWA TIMUR,KOTA MALANG,3573,Milik Sendiri,"23,974"
JAWA TIMUR,KOTA MALANG,3573,Kontrak/Sewa,"2,457"
JAWA TIMUR,KOTA MALANG,3573,Bebas Sewa,"4,043"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Milik Sendiri,"15,460"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Kontrak/Sewa,484
JAWA TIMUR,KOTA PROBOLINGGO,3574,Bebas Sewa,"1,396"
JAWA TIMUR,KOTA PASURUAN,3575,Milik Sendiri,"11,682"
JAWA TIMUR,KOTA PASURUAN,3575,Kontrak/Sewa,984
JAWA TIMUR,KOTA PASURUAN,3575,Bebas Sewa,"1,640"
JAWA TIMUR,KOTA MOJOKERTO,3576,Milik Sendiri,"4,892"
JAWA TIMUR,KOTA MOJOKERTO,3576,Kontrak/Sewa,652
JAWA TIMUR,KOTA MOJOKERTO,3576,Bebas Sewa,"1,211"
JAWA TIMUR,KOTA MADIUN,3577,Milik Sendiri,"4,222"
JAWA TIMUR,KOTA MADIUN,3577,Kontrak/Sewa,863
JAWA TIMUR,KOTA MADIUN,3577,Bebas Sewa,"1,921"
JAWA TIMUR,KOTA SURABAYA,3578,Milik Sendiri,"81,686"
JAWA TIMUR,KOTA SURABAYA,3578,Kontrak/Sewa,"32,658"
JAWA TIMUR,KOTA SURABAYA,3578,Bebas Sewa,"24,748"
JAWA TIMUR,KOTA BATU,3579,Milik Sendiri,"10,586"
JAWA TIMUR,KOTA BATU,3579,Kontrak/Sewa,339
JAWA TIMUR,KOTA BATU,3579,Bebas Sewa,548
BANTEN,PANDEGLANG,3601,Milik Sendiri,"108,168"
